Fraction	Pop	freq.before	replicate	Time	evolved	well	well2	measurement	cutof	max	time	red	wt	col	row	Treatment	freq.after	Group	Ade	Structure	sample	change	freq.rat	change.nrm
T	G9	0.481870182	2	AM	TOP	G9	G09	81	3.719992526	3.8	0.023741742	158	9791	9	G	AM	0.984119007	Para	P	Para	23	0.502248825	2.042290734	0.969349394
T	G9	0.481870182	1	AM	TOP	G9	G09	81	3.640531696	3.8	0.019441702	174	11879	9	G	AM	0.98556376	Para	P	Para	23	0.503693579	2.045288955	0.972137794
T	G9	0.481870182	4	AM	TOP	G9	G09	177	3.673004863	3.8	0.025218497	78	11532	9	G	AM	0.993281654	Para	P	Para	23	0.511411472	2.061305496	0.987033469
T	G9	0.481870182	3	AM	TOP	G9	G09	81	3.318589982	3.8	0.115200741	16	3206	9	G	AM	0.99503414	Para	P	Para	23	0.513163959	2.06494234	0.9904158
T	H1	0.779809955	2	AM	TOP	H1	H01	85	3.234605638	3.8	0.008247186	1307	33193	1	H	AM	0.962115942	Allo	R	Allo	8	0.182305987	1.233782585	0.827948362
T	H1	0.779809955	1	AM	TOP	H1	H01	85	3.348926132	3.8	0.008966865	815	31578	1	H	AM	0.974840243	Allo	R	Allo	8	0.195030288	1.250099767	0.885736175
T	H1	0.779809955	4	AM	TOP	H1	H01	181	3.117442067	3.8	0.007356503	1384	27373	1	H	AM	0.951872588	Allo	R	Allo	8	0.172062633	1.220646879	0.781427846
T	H1	0.779809955	3	AM	TOP	H1	H01	85	3.265520804	3.8	0.008154355	880	28324	1	H	AM	0.969867141	Allo	R	Allo	8	0.190057186	1.243722442	0.863150677
T	H1	0.779809955	5	AM	TOP	H1	H01	469	3.120893562	3.8	0.007785329	1464	26701	1	H	AM	0.948020593	Allo	R	Allo	8	0.168210638	1.21570722	0.763933891
T	H10	0.484124672	2	AM	TOP	H10	H10	94	3.597544156	3.8	0.027268669	732	7174	10	H	AM	0.907412092	Sym	P	Sym	8	0.42328742	1.874335567	0.820522706
T	H10	0.484124672	3	AM	TOP	H10	H10	94	3.513387469	3.8	0.02615731	1364	6882	10	H	AM	0.834586466	Sym	P	Sym	8	0.350461794	1.723908146	0.679353664
T	H10	0.484124672	4	AM	TOP	H10	H10	190	2.870571966	3.8	0.100123277	132	3027	10	H	AM	0.958214625	Sym	P	Sym	8	0.474089953	1.979272447	0.91900102
T	H10	0.484124672	1	AM	TOP	H10	H10	94	3.519556413	3.8	0.022845208	1536	8314	10	H	AM	0.844060914	Sym	P	Sym	8	0.359936241	1.74347841	0.697719434
T	H10	0.484124672	5	AM	TOP	H10	H10	478	2.804706812	3.8	0.024437331	781	5302	10	H	AM	0.871609403	Sym	P	Sym	8	0.387484731	1.800382119	0.751120882
T	H11	0.379655401	2	AM	TOP	H11	H11	95	3.694565967	3.8	0.034945039	156	7662	11	H	AM	0.980046048	Sym	R	Sym	16	0.600390647	2.581409471	0.967834084
T	H11	0.379655401	4	AM	TOP	H11	H11	191	2.498538161	3.251002479	0.024903866	231	5086	11	H	AM	0.956554448	Sym	R	Sym	16	0.576899047	2.51953336	0.929965455
T	H11	0.379655401	3	AM	TOP	H11	H11	95	3.571384224	3.8	0.041441824	216	6162	11	H	AM	0.966133584	Sym	R	Sym	16	0.586478183	2.544764494	0.945407092
T	H11	0.379655401	5	AM	TOP	H11	H11	479	3.050553933	3.246930427	0.029170421	135	5383	11	H	AM	0.975534614	Sym	R	Sym	16	0.595879213	2.569526501	0.96056162
T	H11	0.379655401	1	AM	TOP	H11	H11	95	3.591732252	3.68541642	0.027543424	129	6585	11	H	AM	0.980786416	Sym	R	Sym	16	0.601131016	2.583359578	0.969027564
T	H12	0.754205267	2	AM	TOP	H12	H12	96	3.366693556	3.602930216	0.018912156	612	14878	12	H	AM	0.960490639	Sym	P	Sym	24	0.206285372	1.273513565	0.839258716
T	H12	0.754205267	5	AM	TOP	H12	H12	480	2.964354017	3.8	0.011031544	860	20247	12	H	AM	0.959255223	Sym	P	Sym	24	0.205049956	1.271875529	0.834232507
T	H12	0.754205267	4	AM	TOP	H12	H12	192	3.128922035	3.8	0.012829971	891	16875	12	H	AM	0.949848024	Sym	P	Sym	24	0.195642757	1.259402533	0.795959925
T	H12	0.754205267	3	AM	TOP	H12	H12	96	3.799951827	3.8	0.018966049	147	14134	12	H	AM	0.989706603	Sym	P	Sym	24	0.235501336	1.312250982	0.95812198
T	H12	0.754205267	1	AM	TOP	H12	H12	96	3.568489694	3.8	0.014619331	976	20520	12	H	AM	0.954596204	Sym	P	Sym	24	0.200390937	1.26569814	0.815277587
T	H2	0.485653701	5	AM	TOP	H2	H02	470	2.553841879	3.8	0.019820789	1036	7787	2	H	AM	0.882579621	Allo	P	Allo	16	0.396925921	1.81730237	0.771709491
T	H2	0.485653701	4	AM	TOP	H2	H02	182	2.996309763	3.8	0.016380003	906	9238	2	H	AM	0.91068612	Allo	P	Allo	16	0.425032419	1.875175909	0.826354578
T	H2	0.485653701	2	AM	TOP	H2	H02	86	3.656699639	3.8	0.024272953	491	8363	2	H	AM	0.944544838	Allo	P	Allo	16	0.458891138	1.944893731	0.892183221
T	H2	0.485653701	3	AM	TOP	H2	H02	86	3.633673372	3.8	0.01884324	979	11872	2	H	AM	0.923819158	Allo	P	Allo	16	0.438165457	1.90221789	0.851888033
T	H2	0.485653701	1	AM	TOP	H2	H02	86	3.722888818	3.8	0.02560384	496	11691	2	H	AM	0.959300894	Allo	P	Allo	16	0.473647194	1.975277636	0.920872172
T	H3	0.737825617	1	AM	TOP	H3	H03	87	3.412658483	3.8	0.012759334	2958	19894	3	H	AM	0.870558376	Allo	R	Allo	24	0.132732758	1.179897194	0.506276613
T	H3	0.737825617	5	AM	TOP	H3	H03	471	3.089222133	3.8	0.012542829	1995	15816	3	H	AM	0.887990568	Allo	R	Allo	24	0.15016495	1.203523633	0.572767441
T	H3	0.737825617	2	AM	TOP	H3	H03	87	3.36629056	3.8	0.013718137	1921	17870	3	H	AM	0.902935678	Allo	R	Allo	24	0.165110061	1.223779246	0.629771905
T	H3	0.737825617	3	AM	TOP	H3	H03	87	3.334534444	3.8	0.014291475	1484	18490	3	H	AM	0.925703414	Allo	R	Allo	24	0.187877797	1.254637129	0.716613863
T	H3	0.737825617	4	AM	TOP	H3	H03	183	3.098500077	3.759127285	0.010203659	2501	16806	3	H	AM	0.870461491	Allo	R	Allo	24	0.132635873	1.179765883	0.505907069
T	H4	0.69085292	2	AM	TOP	H4	H04	88	3.636996659	3.8	0.016898554	923	16102	4	H	AM	0.945785609	LM	P	LM	8	0.254932689	1.369011524	0.82463237
T	H4	0.69085292	4	AM	TOP	H4	H04	184	3.09949591	3.8	0.011012009	1314	17526	4	H	AM	0.930254777	LM	P	LM	8	0.239401857	1.34653086	0.774394689
T	H4	0.69085292	3	AM	TOP	H4	H04	88	3.57433324	3.8	0.015323371	953	16716	4	H	AM	0.946063727	LM	P	LM	8	0.255210807	1.369414096	0.825532
T	H4	0.69085292	5	AM	TOP	H4	H04	472	2.989820716	3.8	0.012734675	1338	16827	4	H	AM	0.926341866	LM	P	LM	8	0.235488946	1.340866976	0.761737572
T	H4	0.69085292	1	AM	TOP	H4	H04	88	3.668923434	3.8	0.013570634	1315	19461	4	H	AM	0.936705814	LM	P	LM	8	0.245852894	1.355868647	0.7952619
T	H5	0.630217028	2	AM	TOP	H5	H05	89	3.68905976	3.8	0.02058232	306	14054	5	H	AM	0.978690808	LM	R	LM	16	0.348473779	1.5529425	0.942373787
T	H5	0.630217028	3	AM	TOP	H5	H05	89	3.768492422	3.8	0.01984739	100	12874	5	H	AM	0.992292277	LM	R	LM	16	0.362075248	1.574524699	0.97915609
T	H5	0.630217028	5	AM	TOP	H5	H05	473	2.6930411	3.268638421	0.02352714	376	9626	5	H	AM	0.962407518	LM	R	LM	16	0.33219049	1.52710491	0.898339068
T	H5	0.630217028	4	AM	TOP	H5	H05	185	2.642924237	3.252576849	0.015593523	356	13089	5	H	AM	0.973521755	LM	R	LM	16	0.343304727	1.544740481	0.928395176
T	H5	0.630217028	1	AM	TOP	H5	H05	89	3.585804147	3.8	0.018553275	555	15434	5	H	AM	0.965288636	LM	R	LM	16	0.335071608	1.531676538	0.906130442
T	H6	0.687198883	4	AM	TOP	H6	H06	186	3.082600789	3.8	0.015921901	1416	11107	6	H	AM	0.886928052	LM	P	LM	24	0.199729169	1.290642453	0.638518082
T	H6	0.687198883	1	AM	TOP	H6	H06	90	3.725216719	3.8	2.849999927	1	64	6	H	AM	0.984615385	LM	P	LM	24	0.297416501	1.432795379	0.950816623
T	H6	0.687198883	5	AM	TOP	H6	H06	474	3.073872653	3.8	0.016397012	1531	9547	6	H	AM	0.861798159	LM	P	LM	24	0.174599275	1.254073863	0.558179833
T	H6	0.687198883	2	AM	TOP	H6	H06	90	3.538112693	3.8	0.023065903	1146	11283	6	H	AM	0.907796283	LM	P	LM	24	0.2205974	1.321009543	0.705232136
T	H6	0.687198883	3	AM	TOP	H6	H06	90	3.413078289	3.8	0.018378902	1539	12648	6	H	AM	0.891520406	LM	P	LM	24	0.204321523	1.297325167	0.653199467
T	H7	0.623960595	5	AM	TOP	H7	H07	475	2.768946729	3.260234376	0.022166029	592	9014	7	H	AM	0.938371851	Para	R	Para	8	0.314411256	1.503896012	0.836112524
T	H7	0.623960595	2	AM	TOP	H7	H07	91	3.799931764	3.8	0.03067654	75	7560	7	H	AM	0.990176817	Para	R	Para	8	0.366216222	1.586922034	0.973877252
T	H7	0.623960595	1	AM	TOP	H7	H07	91	3.775110218	3.8	0.021363359	197	11590	7	H	AM	0.983286672	Para	R	Para	8	0.359326076	1.575879437	0.955554317
T	H7	0.623960595	3	AM	TOP	H7	H07	91	3.637015599	3.8	0.023360929	684	9699	7	H	AM	0.934123086	Para	R	Para	8	0.310162491	1.497086664	0.8248138
T	H7	0.623960595	4	AM	TOP	H7	H07	187	2.739008915	3.256155558	0.021816985	481	9294	7	H	AM	0.950792839	Para	R	Para	8	0.326832244	1.523802698	0.869143604
T	H8	0.517758573	2	AM	TOP	H8	H08	92	3.47221528	3.8	0.022659324	2235	9261	8	H	AM	0.805584551	Para	P	Para	16	0.287825979	1.555907702	0.596850379
T	H8	0.517758573	3	AM	TOP	H8	H08	92	3.495987359	3.8	0.018404311	2617	11684	8	H	AM	0.817005804	Para	P	Para	16	0.299247231	1.577966734	0.620534061
T	H8	0.517758573	4	AM	TOP	H8	H08	188	3.119472388	3.8	0.016073131	2089	10141	8	H	AM	0.829190515	Para	P	Para	16	0.311431943	1.601500311	0.645800889
T	H8	0.517758573	5	AM	TOP	H8	H08	476	3.080469131	3.8	0.015541656	2882	11053	8	H	AM	0.793182634	Para	P	Para	16	0.275424061	1.531954613	0.571133141
T	H8	0.517758573	1	AM	TOP	H8	H08	92	3.504918279	3.8	0.018425562	3195	12437	8	H	AM	0.795611566	Para	P	Para	16	0.277852993	1.536645858	0.576169897
T	H9	0.445591323	2	AM	TOP	H9	H09	93	3.771897718	3.8	0.029518255	56	7610	9	H	AM	0.992695017	Para	R	Para	24	0.547103694	2.227814965	0.98682383
T	H9	0.445591323	3	AM	TOP	H9	H09	93	3.735484851	3.8	0.025982115	605	9813	9	H	AM	0.941927433	Para	R	Para	24	0.496336111	2.113881904	0.895253143
T	H9	0.445591323	1	AM	TOP	H9	H09	93	3.720373269	3.8	0.019965787	213	9756	9	H	AM	0.978633765	Para	R	Para	24	0.533042442	2.196258578	0.961461218
T	H9	0.445591323	4	AM	TOP	H9	H09	189	2.987408191	3.8	0.03172152	158	8847	9	H	AM	0.982454192	Para	R	Para	24	0.53686287	2.204832415	0.968352213
T	H9	0.445591323	5	AM	TOP	H9	H09	477	2.594174675	3.8	0.022548249	171	7549	9	H	AM	0.977849741	Para	R	Para	24	0.532258418	2.194499065	0.960047056
