Fraction	Pop	freq.before	replicate	Time	evolved	well	well2	measurement	cutof	max	time	red	wt	col	row	Treatment	freq.after	Group	Ade	Structure	sample	change	freq.rat	change.nrm
B	A1	0.526367475	1	AM	BOTTOM	A1	A01	1	3.702299549	3.8	0.024962936	604	7219	1	A	AM	0.922791768	Allo	P	Allo	1	0.396424293	1.753132196	0.836987056
B	A1	0.526367475	2	AM	BOTTOM	A1	A01	1	3.569620796	3.8	0.024018127	370	10397	1	A	AM	0.965635739	Allo	P	Allo	1	0.439268264	1.834527748	0.92744531
B	A1	0.526367475	5	AM	BOTTOM	A1	A01	481	2.671785616	3.8	0.01771679	1639	7185	1	A	AM	0.814256573	Allo	P	Allo	1	0.287889098	1.546935575	0.607832196
B	A1	0.526367475	3	AM	BOTTOM	A1	A01	1	3.799918616	3.8	0.023817609	237	11171	1	A	AM	0.979225105	Allo	P	Allo	1	0.45285763	1.860345009	0.956137103
B	A1	0.526367475	4	AM	BOTTOM	A1	A01	193	2.63537681	3.8	0.017543232	1493	6802	1	A	AM	0.820012055	Allo	P	Allo	1	0.29364458	1.557869918	0.619983985
B	A10	0.405886036	5	AM	BOTTOM	A10	A10	490	2.776516123	3.8	0.022026491	2840	7287	10	A	AM	0.719561568	Sym	R	Sym	1	0.313675532	1.772816761	0.52797199
B	A10	0.405886036	1	AM	BOTTOM	A10	A10	10	3.636266477	3.8	0.019679374	638	15208	10	A	AM	0.959737473	Sym	R	Sym	1	0.553851437	2.364549128	0.93223097
B	A10	0.405886036	2	AM	BOTTOM	A10	A10	10	3.708801354	3.8	0.019270952	346	13012	10	A	AM	0.974097919	Sym	R	Sym	1	0.568211883	2.399929615	0.956402167
B	A10	0.405886036	3	AM	BOTTOM	A10	A10	10	3.735691563	3.8	0.019171953	300	13257	10	A	AM	0.97787121	Sym	R	Sym	1	0.571985174	2.409226046	0.962753292
B	A10	0.405886036	4	AM	BOTTOM	A10	A10	202	2.506477526	3.796493742	0.018186553	1783	10522	10	A	AM	0.855099553	Sym	R	Sym	1	0.449213517	2.106747896	0.756106646
B	A11	0.6432007	2	AM	BOTTOM	A11	A11	11	3.510507489	3.8	0.020731295	1082	11982	11	A	AM	0.917176975	Sym	P	Sym	9	0.273976275	1.425957676	0.767872232
B	A11	0.6432007	3	AM	BOTTOM	A11	A11	11	3.553846426	3.8	0.018396827	1627	11445	11	A	AM	0.875535496	Sym	P	Sym	9	0.232334796	1.361216641	0.651163822
B	A11	0.6432007	5	AM	BOTTOM	A11	A11	491	3.111639987	3.8	0.015719	1484	11221	11	A	AM	0.883195592	Sym	P	Sym	9	0.239994893	1.373125982	0.672632745
B	A11	0.6432007	4	AM	BOTTOM	A11	A11	203	3.077442786	3.8	0.0143147	2526	12397	11	A	AM	0.830731086	Sym	P	Sym	9	0.187530387	1.29155812	0.525590679
B	A11	0.6432007	1	AM	BOTTOM	A11	A11	11	3.552251954	3.8	0.022785754	1846	8870	11	A	AM	0.827734229	Sym	P	Sym	9	0.18453353	1.286898832	0.5171914
B	A12	0.687028658	3	AM	BOTTOM	A12	A12	12	3.549437379	3.8	0.010306999	547	27846	12	A	AM	0.980734688	Sym	R	Sym	17	0.293706031	1.427501862	0.938443847
B	A12	0.687028658	4	AM	BOTTOM	A12	A12	204	3.080841086	3.8	0.009178276	570	23217	12	A	AM	0.976037331	Sym	R	Sym	17	0.289008674	1.420664656	0.923434943
B	A12	0.687028658	1	AM	BOTTOM	A12	A12	12	3.557851997	3.8	0.012351676	657	23322	12	A	AM	0.972601026	Sym	R	Sym	17	0.285572368	1.415662964	0.912455326
B	A12	0.687028658	5	AM	BOTTOM	A12	A12	492	3.097443695	3.8	0.00948928	531	21698	12	A	AM	0.976112286	Sym	R	Sym	17	0.289083628	1.420773755	0.923674436
B	A12	0.687028658	2	AM	BOTTOM	A12	A12	12	3.506939704	3.8	0.010514205	464	27475	12	A	AM	0.983392391	Sym	R	Sym	17	0.296363733	1.431370263	0.946935686
B	A2	0.679359217	5	AM	BOTTOM	A2	A02	482	3.078052394	3.8	0.009476286	574	24272	2	A	AM	0.97689769	Allo	R	Allo	9	0.297538472	1.437969287	0.927949558
B	A2	0.679359217	2	AM	BOTTOM	A2	A02	2	3.554276646	3.8	0.011032573	435	29144	2	A	AM	0.98529362	Allo	R	Allo	9	0.305934403	1.45032789	0.954134407
B	A2	0.679359217	1	AM	BOTTOM	A2	A02	2	3.738689941	3.8	0.012986214	295	22072	2	A	AM	0.986810927	Allo	R	Allo	9	0.307451709	1.452561328	0.958866514
B	A2	0.679359217	3	AM	BOTTOM	A2	A02	2	3.612959182	3.8	0.012480463	314	23560	2	A	AM	0.986847617	Allo	R	Allo	9	0.307488399	1.452615334	0.95898094
B	A2	0.679359217	4	AM	BOTTOM	A2	A02	194	3.055696657	3.8	0.009465726	669	21174	2	A	AM	0.969372339	Allo	R	Allo	9	0.290013121	1.426892157	0.904479833
B	A3	0.63569268	5	AM	BOTTOM	A3	A03	483	3.126459375	3.8	0.013670062	1165	13356	3	A	AM	0.919771366	Allo	P	Allo	17	0.284078686	1.446880536	0.779777594
B	A3	0.63569268	1	AM	BOTTOM	A3	A03	3	3.636346149	3.8	0.023012631	1068	9956	3	A	AM	0.903120464	Allo	P	Allo	17	0.267427784	1.420687217	0.734071949
B	A3	0.63569268	3	AM	BOTTOM	A3	A03	3	3.637319435	3.8	0.016116012	591	15907	3	A	AM	0.964177476	Allo	P	Allo	17	0.328484796	1.516735219	0.901669492
B	A3	0.63569268	2	AM	BOTTOM	A3	A03	3	3.514512829	3.8	0.013685583	1138	18946	3	A	AM	0.94333798	Allo	P	Allo	17	0.307645301	1.483952876	0.844466426
B	A3	0.63569268	4	AM	BOTTOM	A3	A03	195	3.070589937	3.8	0.011496026	1405	16793	3	A	AM	0.922793714	Allo	P	Allo	17	0.287101034	1.451634953	0.788073744
B	A4	0.641774178	2	AM	BOTTOM	A4	A04	4	3.547239696	3.8	0.014233189	409	17445	4	A	AM	0.977091968	LM	R	LM	1	0.33531779	1.522485636	0.936051422
B	A4	0.641774178	3	AM	BOTTOM	A4	A04	4	3.532185066	3.8	3.015923567	1	43	4	A	AM	0.977272727	LM	R	LM	1	0.335498549	1.522767291	0.936556018
B	A4	0.641774178	4	AM	BOTTOM	A4	A04	196	3.093529661	3.774990175	0.011957184	908	14938	4	A	AM	0.942698473	LM	R	LM	1	0.300924294	1.468894363	0.840040768
B	A4	0.641774178	1	AM	BOTTOM	A4	A04	4	3.349151811	3.460306085	0.027128701	252	6849	4	A	AM	0.964512041	LM	R	LM	1	0.322737862	1.502883838	0.900934111
B	A4	0.641774178	5	AM	BOTTOM	A4	A04	484	3.009321043	3.8	0.015969048	669	11726	4	A	AM	0.946026624	LM	R	LM	1	0.304252445	1.474080223	0.849331419
B	A5	0.687586458	5	AM	BOTTOM	A5	A05	485	3.430436891	3.8	0.012412944	598	17796	5	A	AM	0.967489399	LM	P	LM	9	0.279902941	1.407080357	0.895937285
B	A5	0.687586458	3	AM	BOTTOM	A5	A05	5	3.799935309	3.8	0.015855328	21	15379	5	A	AM	0.998636364	LM	P	LM	9	0.311049906	1.452379337	0.995635156
B	A5	0.687586458	4	AM	BOTTOM	A5	A05	197	3.074514768	3.795864462	0.011038025	753	19081	5	A	AM	0.96203489	LM	P	LM	9	0.274448432	1.399147523	0.878478026
B	A5	0.687586458	2	AM	BOTTOM	A5	A05	5	3.425285215	3.8	0.015106291	262	17535	5	A	AM	0.985278418	LM	P	LM	9	0.29769196	1.43295204	0.9528779
B	A5	0.687586458	1	AM	BOTTOM	A5	A05	5	3.569656121	3.8	0.021904122	391	14612	5	A	AM	0.973938546	LM	P	LM	9	0.286352088	1.416459755	0.916580267
B	A6	0.696731787	5	AM	BOTTOM	A6	A06	486	3.396433396	3.796470589	0.010385775	875	22088	6	A	AM	0.961895223	LM	R	LM	17	0.265163435	1.380581796	0.874352881
B	A6	0.696731787	3	AM	BOTTOM	A6	A06	6	3.495423495	3.8	0.012303312	516	23544	6	A	AM	0.978553616	LM	R	LM	17	0.281821828	1.404491131	0.929282453
B	A6	0.696731787	2	AM	BOTTOM	A6	A06	6	3.46790481	3.8	0.010754883	347	27362	6	A	AM	0.987476993	LM	R	LM	17	0.290745206	1.417298609	0.958706497
B	A6	0.696731787	1	AM	BOTTOM	A6	A06	6	3.44876661	3.8	0.019469763	230	13357	6	A	AM	0.983072054	LM	R	LM	17	0.286340267	1.410976321	0.944181602
B	A6	0.696731787	4	AM	BOTTOM	A6	A06	198	3.070026996	3.777426973	0.009671267	1063	20784	6	A	AM	0.951343434	LM	R	LM	17	0.254611646	1.365437104	0.839559294
B	A7	0.58933664	5	AM	BOTTOM	A7	A07	487	3.078476924	3.8	0.014207461	724	13254	7	A	AM	0.948204321	Para	P	Para	1	0.358867681	1.608934957	0.873873143
B	A7	0.58933664	1	AM	BOTTOM	A7	A07	7	3.61942179	3.8	0.020111148	948	11633	7	A	AM	0.924648279	Para	P	Para	1	0.335311639	1.568964522	0.816512189
B	A7	0.58933664	3	AM	BOTTOM	A7	A07	7	3.57550227	3.8	0.015054798	595	18239	7	A	AM	0.968408198	Para	P	Para	1	0.379071558	1.643217361	0.923071291
B	A7	0.58933664	2	AM	BOTTOM	A7	A07	7	3.550686528	3.8	0.014513137	868	19002	7	A	AM	0.956316054	Para	P	Para	1	0.366979415	1.622699133	0.893625899
B	A7	0.58933664	4	AM	BOTTOM	A7	A07	199	3.130773344	3.8	0.012201224	1239	16176	7	A	AM	0.928854436	Para	P	Para	1	0.339517796	1.576101625	0.826754537
B	A8	0.684103324	1	AM	BOTTOM	A8	A08	8	3.382208848	3.8	0.01162575	200	25977	8	A	AM	0.992359705	Para	R	Para	9	0.308256381	1.450599157	0.975813943
B	A8	0.684103324	5	AM	BOTTOM	A8	A08	488	2.613435991	3.8	0.009743173	761	30094	8	A	AM	0.97533625	Para	R	Para	9	0.291232926	1.425714825	0.92192463
B	A8	0.684103324	2	AM	BOTTOM	A8	A08	8	3.473937478	3.8	0.009536242	227	31904	8	A	AM	0.992935172	Para	R	Para	9	0.308831848	1.451440356	0.977635636
B	A8	0.684103324	3	AM	BOTTOM	A8	A08	8	3.490187029	3.8	0.009219805	235	32136	8	A	AM	0.992740416	Para	R	Para	9	0.308637092	1.451155668	0.977019118
B	A8	0.684103324	4	AM	BOTTOM	A8	A08	200	2.630733799	3.8	0.008970244	1038	28427	8	A	AM	0.964771763	Para	R	Para	9	0.280668439	1.410272001	0.888481774
B	A9	0.663139133	1	AM	BOTTOM	A9	A09	9	3.630056513	3.8	0.019307747	1205	12676	9	A	AM	0.913190692	Para	P	Para	17	0.250051559	1.377072542	0.742299221
B	A9	0.663139133	3	AM	BOTTOM	A9	A09	9	3.578515644	3.8	0.015764092	643	16393	9	A	AM	0.962256398	Para	P	Para	17	0.299117265	1.451062605	0.887954923
B	A9	0.663139133	2	AM	BOTTOM	A9	A09	9	3.54890858	3.8	0.016349798	622	16375	9	A	AM	0.963405307	Para	P	Para	17	0.300266173	1.452795135	0.891365555
B	A9	0.663139133	5	AM	BOTTOM	A9	A09	489	3.10837372	3.8	0.011662894	1022	17380	9	A	AM	0.944462558	Para	P	Para	17	0.281323425	1.424229865	0.835132403
B	A9	0.663139133	4	AM	BOTTOM	A9	A09	201	3.035629298	3.8	0.013682446	976	15619	9	A	AM	0.941187105	Para	P	Para	17	0.278047971	1.419290549	0.825408941
B	B1	0.736655446	3	AM	BOTTOM	B1	B01	13	3.418186869	3.8	0.012733309	521	24493	1	B	AM	0.979171664	Allo	R	Allo	2	0.242516218	1.32921255	0.920908423
B	B1	0.736655446	2	AM	BOTTOM	B1	B01	13	3.583545294	3.8	0.010254135	205	28471	1	B	AM	0.992851165	Allo	R	Allo	2	0.256195719	1.347782291	0.972853681
B	B1	0.736655446	5	AM	BOTTOM	B1	B01	493	3.079543971	3.8	0.008915619	878	24914	1	B	AM	0.965958437	Allo	R	Allo	2	0.229302991	1.311275769	0.870733749
B	B1	0.736655446	4	AM	BOTTOM	B1	B01	205	3.067632699	3.8	0.010347601	1427	20019	1	B	AM	0.933460785	Allo	R	Allo	2	0.196805339	1.267160638	0.747330204
B	B1	0.736655446	1	AM	BOTTOM	B1	B01	13	3.396166736	3.8	0.013044962	569	23370	1	B	AM	0.976231254	Allo	R	Allo	2	0.239575808	1.325220983	0.909742787
B	B10	0.681908391	5	AM	BOTTOM	B10	B10	502	3.078610141	3.8	0.01415146	806	14226	10	B	AM	0.946381054	P3P	P	Sym	2	0.264472663	1.387841925	0.831435521
B	B10	0.681908391	4	AM	BOTTOM	B10	B10	214	3.435197742	3.8	0.012889819	1675	15976	10	B	AM	0.905104527	P3P	P	Sym	2	0.223196136	1.327311027	0.701672504
B	B10	0.681908391	1	AM	BOTTOM	B10	B10	22	3.471548072	3.8	0.011629068	655	21251	10	B	AM	0.970099516	P3P	P	Sym	2	0.288191125	1.422624401	0.9060004
B	B10	0.681908391	3	AM	BOTTOM	B10	B10	22	3.431604022	3.8	0.011238737	1129	21874	10	B	AM	0.950919445	P3P	P	Sym	2	0.269011054	1.394497352	0.845703083
B	B10	0.681908391	2	AM	BOTTOM	B10	B10	22	3.341760587	3.8	0.014612782	301	14061	10	B	AM	0.979041916	P3P	P	Sym	2	0.297133525	1.435738186	0.934113057
B	B11	0.601195393	1	AM	BOTTOM	B11	B11	23	3.501683379	3.8	0.0271012	51	12378	11	B	AM	0.995896693	Sym	R	Sym	10	0.3947013	1.656527485	0.989710984
B	B11	0.601195393	5	AM	BOTTOM	B11	B11	503	3.047492482	3.8	0.012757322	418	18155	11	B	AM	0.977494212	Sym	R	Sym	10	0.376298819	1.625917668	0.943566881
B	B11	0.601195393	2	AM	BOTTOM	B11	B11	23	3.400820776	3.8	0.018990512	173	14934	11	B	AM	0.988548355	Sym	R	Sym	10	0.387352962	1.644304607	0.971285074
B	B11	0.601195393	3	AM	BOTTOM	B11	B11	23	3.346603191	3.8	0.018386335	85	15538	11	B	AM	0.994559304	Sym	R	Sym	10	0.39336391	1.654302935	0.986357489
B	B11	0.601195393	4	AM	BOTTOM	B11	B11	215	2.518487993	3.249139718	0.011084348	773	19543	11	B	AM	0.961951171	Sym	R	Sym	10	0.360755778	1.600064109	0.904592806
B	B12	0.454096005	2	AM	BOTTOM	B12	B12	24	3.519999166	3.8	0.032721774	565	6186	12	B	AM	0.916308695	Sym	P	Sym	18	0.46221269	2.017874383	0.846692265
B	B12	0.454096005	5	AM	BOTTOM	B12	B12	504	2.937664437	3.798394309	0.025021389	911	5897	12	B	AM	0.866186839	Sym	P	Sym	18	0.412090834	1.90749716	0.75487785
B	B12	0.454096005	3	AM	BOTTOM	B12	B12	24	3.574803116	3.8	0.030046083	463	5618	12	B	AM	0.923861207	Sym	P	Sym	18	0.469765202	2.034506355	0.860527137
B	B12	0.454096005	1	AM	BOTTOM	B12	B12	24	3.645657911	3.8	0.033615937	817	7082	12	B	AM	0.896569186	Sym	P	Sym	18	0.442473181	1.97440448	0.81053296
B	B12	0.454096005	4	AM	BOTTOM	B12	B12	216	3.102206633	3.746750099	0.01916647	534	5851	12	B	AM	0.916366484	Sym	P	Sym	18	0.462270479	2.018001644	0.846798124
B	B2	0.730315889	3	AM	BOTTOM	B2	B02	14	3.241438302	3.8	0.027268145	350	10321	2	B	AM	0.967200825	P3R	R	Allo	10	0.236884936	1.324359554	0.878379282
B	B2	0.730315889	4	AM	BOTTOM	B2	B02	206	3.392835322	3.8	0.007980896	864	30297	2	B	AM	0.972273034	P3R	R	Allo	10	0.241957145	1.33130478	0.897187245
B	B2	0.730315889	1	AM	BOTTOM	B2	B02	14	3.25950448	3.8	0.013739964	829	19299	2	B	AM	0.958813593	P3R	R	Allo	10	0.228497704	1.312875165	0.847279075
B	B2	0.730315889	5	AM	BOTTOM	B2	B02	494	3.131624744	3.8	0.008156539	972	29242	2	B	AM	0.967829483	P3R	R	Allo	10	0.237513594	1.325220357	0.880710373
B	B2	0.730315889	2	AM	BOTTOM	B2	B02	14	3.344083442	3.8	0.012488737	351	20866	2	B	AM	0.983456662	P3R	R	Allo	10	0.253140773	1.346618193	0.938656609
B	B3	0.527230321	3	AM	BOTTOM	B3	B03	15	3.704552142	3.8	0.028937555	219	5887	3	B	AM	0.964133639	Allo	R	Allo	18	0.436903318	1.828676389	0.924135657
B	B3	0.527230321	5	AM	BOTTOM	B3	B03	495	2.549931607	3.266775044	0.021795387	487	5279	3	B	AM	0.915539369	Allo	R	Allo	18	0.388309048	1.736507429	0.821349306
B	B3	0.527230321	2	AM	BOTTOM	B3	B03	15	3.79994067	3.8	0.030179901	70	8144	3	B	AM	0.991477964	Allo	R	Allo	18	0.464247644	1.880540488	0.981974234
B	B3	0.527230321	1	AM	BOTTOM	B3	B03	15	3.799921301	3.8	0.047690949	140	3409	3	B	AM	0.960552268	Allo	R	Allo	18	0.433321948	1.821883588	0.91656036
B	B3	0.527230321	4	AM	BOTTOM	B3	B03	207	2.559793095	3.25267753	0.01680796	431	7013	3	B	AM	0.942101021	Allo	R	Allo	18	0.4148707	1.786887028	0.877532377
B	B4	0.662512065	5	AM	BOTTOM	B4	B04	496	3.098794655	3.8	0.012845947	851	15978	4	B	AM	0.949432527	LM	P	LM	2	0.286920462	1.433079603	0.850165095
B	B4	0.662512065	1	AM	BOTTOM	B4	B04	16	3.51241653	3.8	0.013838283	1018	22252	4	B	AM	0.956252686	LM	P	LM	2	0.293740621	1.443373995	0.870373695
B	B4	0.662512065	3	AM	BOTTOM	B4	B04	16	3.486436401	3.8	0.012654888	851	24709	4	B	AM	0.96670579	LM	P	LM	2	0.304193725	1.459151978	0.901346963
B	B4	0.662512065	2	AM	BOTTOM	B4	B04	16	3.422784189	3.8	0.013842421	415	21200	4	B	AM	0.98080037	LM	P	LM	2	0.318288305	1.480426428	0.943110174
B	B4	0.662512065	4	AM	BOTTOM	B4	B04	208	3.121068412	3.8	0.010574761	1439	23854	4	B	AM	0.943106788	LM	P	LM	2	0.280594723	1.423531492	0.831421495
B	B5	0.569367669	2	AM	BOTTOM	B5	B05	17	3.649428116	3.8	0.38138092	9	613	5	B	AM	0.985530547	LM	R	LM	10	0.416162878	1.730921161	0.966399519
B	B5	0.569367669	1	AM	BOTTOM	B5	B05	17	3.265309853	3.8	0.611651744	8	391	5	B	AM	0.979949875	LM	R	LM	10	0.410582206	1.721119635	0.953440269
B	B5	0.569367669	3	AM	BOTTOM	B5	B05	17	3.69589568	3.8	0.030975361	190	8540	5	B	AM	0.978235968	LM	R	LM	10	0.408868299	1.718109442	0.949460292
B	B5	0.569367669	4	AM	BOTTOM	B5	B05	209	3.080393009	3.761575408	0.017379566	631	9972	5	B	AM	0.940488541	LM	R	LM	10	0.371120872	1.651812339	0.86180448
B	B5	0.569367669	5	AM	BOTTOM	B5	B05	497	3.068686483	3.794101257	0.018801184	453	12694	5	B	AM	0.96554347	LM	R	LM	10	0.396175801	1.695817172	0.919986198
B	B6	0.703744704	3	AM	BOTTOM	B6	B06	18	3.451768262	3.8	0.01258606	533	22400	6	B	AM	0.976758383	LM	P	LM	18	0.27301368	1.387944205	0.921548687
B	B6	0.703744704	1	AM	BOTTOM	B6	B06	18	3.383508128	3.8	0.016464489	418	16479	6	B	AM	0.975261881	LM	P	LM	18	0.271517177	1.38581772	0.916497293
B	B6	0.703744704	5	AM	BOTTOM	B6	B06	498	3.118476564	3.77181107	0.010467329	1164	21700	6	B	AM	0.949090273	LM	P	LM	18	0.245345569	1.348628655	0.828155892
B	B6	0.703744704	2	AM	BOTTOM	B6	B06	18	3.508182429	3.8	0.011815031	1024	23518	6	B	AM	0.958275609	LM	P	LM	18	0.254530906	1.361680741	0.859160692
B	B6	0.703744704	4	AM	BOTTOM	B6	B06	210	3.118127533	3.8	0.010829021	1151	21422	6	B	AM	0.949009879	LM	P	LM	18	0.245265175	1.348514418	0.827884525
B	B7	0.709136882	4	AM	BOTTOM	B7	B07	211	3.094144413	3.8	0.01065881	500	19487	7	B	AM	0.974983739	Para	R	Para	2	0.265846858	1.37488793	0.913993013
B	B7	0.709136882	3	AM	BOTTOM	B7	B07	19	3.494069602	3.8	0.01544052	201	18457	7	B	AM	0.989227141	Para	R	Para	2	0.280090259	1.394973476	0.962962445
B	B7	0.709136882	5	AM	BOTTOM	B7	B07	499	2.866125289	3.8	0.010394499	531	21084	7	B	AM	0.975433727	Para	R	Para	2	0.266296845	1.375522486	0.915540088
B	B7	0.709136882	1	AM	BOTTOM	B7	B07	19	3.672427767	3.8	0.012782586	178	22768	7	B	AM	0.992242657	Para	R	Para	2	0.283105775	1.399225851	0.973329918
B	B7	0.709136882	2	AM	BOTTOM	B7	B07	19	3.447255594	3.8	0.013445471	240	21580	7	B	AM	0.989000917	Para	R	Para	2	0.279864035	1.394654462	0.962184675
B	B8	0.742995755	1	AM	BOTTOM	B8	B08	20	3.743516639	3.8	0.184958742	8	382	8	B	AM	0.979487179	P3R	R	Para	10	0.236491424	1.318294449	0.920184896
B	B8	0.742995755	4	AM	BOTTOM	B8	B08	212	3.108830474	3.8	0.007705399	1772	27217	8	B	AM	0.938873366	P3R	R	Para	10	0.195877611	1.263632207	0.762157103
B	B8	0.742995755	5	AM	BOTTOM	B8	B08	500	3.463873283	3.8	0.008666904	518	26847	8	B	AM	0.981070711	P3R	R	Para	10	0.238074956	1.320425728	0.926346395
B	B8	0.742995755	2	AM	BOTTOM	B8	B08	20	3.364781041	3.8	0.01815926	211	12448	8	B	AM	0.983332017	P3R	R	Para	10	0.240336262	1.323469226	0.935145105
B	B8	0.742995755	3	AM	BOTTOM	B8	B08	20	3.292757762	3.8	0.014348179	575	16432	8	B	AM	0.966190392	P3R	R	Para	10	0.223194637	1.300398267	0.868447279
B	B9	0.555973311	5	AM	BOTTOM	B9	B09	501	2.657343422	3.264841702	0.019275968	382	8819	9	B	AM	0.958482774	Para	R	Para	18	0.402509463	1.723972635	0.906498354
B	B9	0.555973311	1	AM	BOTTOM	B9	B09	21	3.475100264	3.8	0.033496114	990	5872	9	B	AM	0.855727193	Para	R	Para	18	0.299753882	1.539151568	0.675080777
B	B9	0.555973311	4	AM	BOTTOM	B9	B09	213	2.503034764	3.764686906	0.017354697	1335	10175	9	B	AM	0.884013901	Para	R	Para	18	0.32804059	1.590029384	0.738785749
B	B9	0.555973311	2	AM	BOTTOM	B9	B09	21	3.632099448	3.8	0.028721408	573	7714	9	B	AM	0.930855557	Para	R	Para	18	0.374882246	1.674281011	0.844278633
B	B9	0.555973311	3	AM	BOTTOM	B9	B09	21	3.799955463	3.8	0.024264334	1629	7407	9	B	AM	0.819721116	Para	R	Para	18	0.263747805	1.474389327	0.593990882
B	C1	0.525651384	5	AM	BOTTOM	C1	C01	505	2.782754911	3.8	0.025129239	764	3781	1	C	AM	0.83190319	Allo	P	Allo	3	0.306251807	1.582613908	0.645626015
B	C1	0.525651384	1	AM	BOTTOM	C1	C01	25	3.733443858	3.8	0.031798147	480	4866	1	C	AM	0.910213244	Allo	P	Allo	3	0.38456186	1.731591074	0.810715678
B	C1	0.525651384	3	AM	BOTTOM	C1	C01	25	3.601821151	3.8	0.03077828	670	6912	1	C	AM	0.911632815	Allo	P	Allo	3	0.385981431	1.734291668	0.813708352
B	C1	0.525651384	2	AM	BOTTOM	C1	C01	25	3.603125545	3.8	0.03053519	604	7212	1	C	AM	0.92272262	Allo	P	Allo	3	0.397071237	1.755388931	0.837087372
B	C1	0.525651384	4	AM	BOTTOM	C1	C01	217	2.637945149	3.8	0.030839219	996	4207	1	C	AM	0.808571978	Allo	P	Allo	3	0.282920594	1.538228573	0.596440222
B	C10	0.646774194	5	AM	BOTTOM	C10	C10	514	2.990060285	3.257325133	0.027050926	481	8526	10	C	AM	0.946597091	Sym	R	Sym	3	0.299822898	1.463566575	0.848813683
B	C10	0.646774194	4	AM	BOTTOM	C10	C10	226	2.602971025	3.25692026	0.017277142	668	12699	10	C	AM	0.950026184	Sym	R	Sym	3	0.30325199	1.468868414	0.858521616
B	C10	0.646774194	3	AM	BOTTOM	C10	C10	34	3.774367121	3.8	0.025293844	72	10146	10	C	AM	0.992953611	Sym	R	Sym	3	0.346179418	1.535239997	0.98005132
B	C10	0.646774194	1	AM	BOTTOM	C10	C10	34	3.799926459	3.8	0.021887497	43	9654	10	C	AM	0.995565639	Sym	R	Sym	3	0.348791445	1.539278544	0.987446101
B	C10	0.646774194	2	AM	BOTTOM	C10	C10	34	3.786401232	3.8	0.021363359	105	12335	10	C	AM	0.991559486	Sym	R	Sym	3	0.344785292	1.533084491	0.97610448
B	C11	0.693808712	3	AM	BOTTOM	C11	C11	35	3.389620953	3.8	0.014345589	618	19767	11	C	AM	0.969683591	Sym	P	Sym	11	0.275874879	1.397623832	0.900988662
B	C11	0.693808712	1	AM	BOTTOM	C11	C11	35	3.638671729	3.8	1.004496801	6	168	11	C	AM	0.965517241	Sym	P	Sym	11	0.271708529	1.391618791	0.887381647
B	C11	0.693808712	4	AM	BOTTOM	C11	C11	227	3.095211998	3.8	0.010105994	1265	22617	11	C	AM	0.947031237	Sym	P	Sym	11	0.253222525	1.364974553	0.827007609
B	C11	0.693808712	2	AM	BOTTOM	C11	C11	35	3.492732075	3.8	0.011222204	981	25914	11	C	AM	0.963524819	Sym	P	Sym	11	0.269716107	1.388747074	0.880874529
B	C11	0.693808712	5	AM	BOTTOM	C11	C11	515	3.144619761	3.8	0.009563475	997	22415	11	C	AM	0.957415001	Sym	P	Sym	11	0.263606289	1.379940875	0.860920278
B	C12	0.50122953	4	AM	BOTTOM	C12	C12	228	2.485268458	3.260466258	0.017890228	792	10689	12	C	AM	0.931016462	Sym	R	Sym	19	0.429786932	1.857465307	0.861692818
B	C12	0.50122953	1	AM	BOTTOM	C12	C12	36	3.545296549	3.8	0.01991129	757	11863	12	C	AM	0.940015848	Sym	R	Sym	19	0.438786318	1.875419927	0.879735959
B	C12	0.50122953	5	AM	BOTTOM	C12	C12	516	2.984653785	3.281378426	0.019316113	432	10953	12	C	AM	0.962055336	Sym	R	Sym	19	0.460825806	1.919390776	0.923923596
B	C12	0.50122953	2	AM	BOTTOM	C12	C12	36	3.484704565	3.8	0.019311618	776	12608	12	C	AM	0.942020323	Sym	R	Sym	19	0.440790793	1.879419043	0.883754792
B	C12	0.50122953	3	AM	BOTTOM	C12	C12	36	3.521009398	3.8	0.021870535	640	9427	12	C	AM	0.936425946	Sym	R	Sym	19	0.435196417	1.868257736	0.872538457
B	C2	0.407292799	5	AM	BOTTOM	C2	C02	506	2.731240461	3.266894053	0.022543673	711	6962	2	C	AM	0.907337417	Allo	R	Allo	11	0.500044618	2.227727617	0.843662127
B	C2	0.407292799	2	AM	BOTTOM	C2	C02	26	3.397123486	3.8	0.023059586	199	13271	2	C	AM	0.985226429	Allo	R	Allo	11	0.57793363	2.418963534	0.97507442
B	C2	0.407292799	1	AM	BOTTOM	C2	C02	26	3.686325874	3.8	0.029999388	168	10148	2	C	AM	0.983714618	Allo	R	Allo	11	0.576421819	2.415251681	0.972523732
B	C2	0.407292799	3	AM	BOTTOM	C2	C02	26	3.799921009	3.8	0.02500768	230	11281	2	C	AM	0.980019112	Allo	R	Allo	11	0.572726313	2.406178342	0.966288772
B	C2	0.407292799	4	AM	BOTTOM	C2	C02	218	2.503528134	3.270498752	0.020805598	1275	8318	2	C	AM	0.867090587	Allo	R	Allo	11	0.459797788	2.128912145	0.775758734
B	C3	0.489116517	3	AM	BOTTOM	C3	C03	27	3.636525004	3.8	0.02246593	2510	9879	3	C	AM	0.79740092	Allo	P	Allo	19	0.308284403	1.630288269	0.603433881
